age,gender,income_annual,occupation,education,category,state,is_farmer,has_disability,land_holding_acres,has_bpl_card,family_size,PM_KISAN,PMAY,Ayushman_Bharat,PM_Scholarship,Kisan_Credit_Card,PMEGP,Disability_Pension,Minority_Scholarship
59,Female,651839,Business,Secondary,OBC,Maharashtra,0,0,0.49,0,8,0,1,0,0,0,0,0,0
42,Female,894938,Farmer,Illiterate,SC,Gujarat,1,0,5.99,0,2,0,0,0,0,1,0,0,0
35,Female,692643,Farmer,Graduate,General,Punjab,1,0,4.54,0,6,0,0,0,0,1,0,1,0
57,Male,648312,Student,Illiterate,ST,Karnataka,1,0,8.38,0,7,0,0,0,0,1,0,0,1
25,Male,897913,Farmer,Illiterate,ST,Maharashtra,1,0,9.46,0,6,0,0,0,0,1,0,0,0
56,Male,292399,Farmer,Secondary,OBC,Bihar,1,0,4.92,0,3,0,0,0,0,1,0,0,0
57,Male,545152,Farmer,Graduate,SC,Maharashtra,1,0,4.83,0,6,0,0,0,0,1,1,0,0
31,Male,237627,Salaried,Illiterate,SC,Andhra Pradesh,0,0,0.83,0,7,0,0,0,0,0,0,0,0
49,Female,569775,Unemployed,Postgraduate,ST,Tamil Nadu,0,0,0.5,0,3,0,0,0,0,0,0,0,0
68,Male,530549,Unemployed,Postgraduate,OBC,West Bengal,0,0,0.27,0,2,0,0,0,0,0,0,0,0
78,Male,573634,Student,Secondary,OBC,Karnataka,0,0,0.62,0,3,1,0,0,0,0,0,0,1
55,Male,851482,Salaried,Secondary,SC,Tamil Nadu,0,0,0.96,0,1,0,0,0,0,0,0,0,1
50,Female,300888,Business,Graduate,SC,Bihar,0,0,0.6,1,7,0,0,1,0,0,0,0,0
40,Male,447972,Farmer,Primary,OBC,Andhra Pradesh,1,0,2.98,0,4,0,0,0,0,1,0,0,0
32,Female,91596,Salaried,Secondary,SC,Punjab,0,0,0.93,1,3,0,1,1,0,0,0,0,0
50,Male,768757,Student,Postgraduate,General,Uttar Pradesh,0,0,0.52,0,6,0,0,0,0,0,0,0,0
42,Female,972650,Farmer,Postgraduate,SC,Gujarat,1,0,3.35,0,3,0,0,0,0,1,0,0,0
34,Female,411784,Student,Postgraduate,General,Madhya Pradesh,0,1,0.16,1,3,0,0,1,0,0,0,1,0
50,Male,871464,Farmer,Primary,General,Rajasthan,1,0,1.53,0,9,1,0,0,0,1,0,0,0
64,Male,859119,Salaried,Primary,OBC,Gujarat,0,0,0.21,0,2,0,1,0,0,0,0,0,0
72,Male,207175,Farmer,Primary,OBC,Gujarat,1,0,1.05,0,5,0,1,0,0,1,0,0,0
19,Male,183048,Farmer,Secondary,OBC,Haryana,1,0,4.66,0,2,1,0,0,0,1,0,0,0
31,Female,879295,Farmer,Primary,OBC,Bihar,1,0,5.6,0,6,0,0,0,0,1,0,0,0
70,Female,423807,Business,Primary,OBC,Uttar Pradesh,0,0,0.21,0,4,0,0,0,0,0,0,0,0
57,Female,36277,Student,Secondary,General,Tamil Nadu,0,0,0.32,1,7,0,1,1,1,0,0,0,0
57,Female,878292,Salaried,Graduate,SC,Karnataka,0,0,0.13,0,1,0,0,0,0,0,0,0,0
68,Male,163332,Salaried,Graduate,OBC,Rajasthan,0,0,0.81,0,8,0,0,0,0,0,0,0,0
56,Male,270515,Student,Graduate,OBC,Gujarat,0,0,0.22,0,2,0,0,0,0,0,0,0,1
68,Female,814865,Farmer,Illiterate,OBC,Bihar,1,0,7.9,1,4,0,0,0,0,1,0,0,1
23,Male,751243,Salaried,Illiterate,ST,Punjab,0,0,0.02,0,7,0,0,0,0,0,0,0,0
23,Female,316885,Farmer,Graduate,SC,Karnataka,1,0,7.62,0,8,0,0,0,0,1,0,1,0
20,Male,411864,Farmer,Secondary,General,Bihar,1,0,8.2,0,9,0,0,0,0,1,0,0,0
24,Male,329355,Salaried,Secondary,SC,Uttar Pradesh,0,0,0.84,0,5,0,0,0,0,0,0,0,0
68,Other,794752,Farmer,Illiterate,ST,West Bengal,1,0,6.46,0,9,0,0,0,0,1,0,0,0
25,Male,812733,Farmer,Primary,OBC,Bihar,1,0,3.67,0,9,0,0,0,0,1,0,0,0
59,Other,464758,Student,Secondary,ST,Tamil Nadu,0,0,0.14,1,3,0,0,1,0,0,0,0,1
69,Female,299013,Student,Graduate,OBC,Bihar,1,0,9.71,0,7,0,0,0,0,1,0,0,1
32,Female,516834,Salaried,Postgraduate,OBC,Karnataka,0,0,0.61,1,8,0,0,0,0,0,0,0,0
64,Female,379760,Salaried,Secondary,OBC,Uttar Pradesh,0,0,0.83,0,1,0,0,0,0,0,0,0,0
46,Female,124515,Salaried,Secondary,OBC,Tamil Nadu,0,0,0.9,0,5,0,0,0,0,0,0,0,0
50,Female,180494,Salaried,Graduate,General,Maharashtra,0,0,0.29,0,1,0,0,0,0,0,0,0,0
69,Male,720973,Farmer,Secondary,General,Haryana,1,0,9.06,0,3,0,0,0,0,1,0,0,0
47,Male,218088,Farmer,Secondary,General,Bihar,1,0,6.99,0,2,0,0,0,0,1,0,0,0
56,Female,614398,Student,Postgraduate,General,Punjab,0,0,0.77,0,2,0,1,0,0,0,0,0,0
44,Male,249601,Farmer,Graduate,OBC,Uttar Pradesh,1,0,8.97,1,4,0,1,1,0,1,0,0,0
53,Male,763282,Unemployed,Postgraduate,OBC,Haryana,0,0,0.48,0,5,0,0,0,0,0,0,0,0
46,Male,326177,Business,Primary,General,West Bengal,0,0,0.93,0,1,0,0,0,0,0,0,0,0
55,Female,861645,Farmer,Secondary,ST,Madhya Pradesh,1,0,3.67,0,6,0,0,0,0,1,0,0,0
74,Female,290705,Farmer,Graduate,General,Karnataka,1,0,4.68,0,5,0,0,0,0,1,0,0,0
50,Male,485209,Farmer,Illiterate,OBC,Uttar Pradesh,1,0,8.02,0,4,0,0,0,0,0,0,0,0
78,Female,42938,Farmer,Graduate,General,Karnataka,1,0,6.82,0,6,0,0,0,0,1,0,0,0
54,Female,160842,Farmer,Primary,General,West Bengal,1,0,8.98,0,2,0,0,0,0,1,0,0,0
44,Female,294418,Student,Graduate,General,Haryana,0,0,0.72,0,8,0,0,0,0,0,0,0,0
72,Female,900822,Business,Secondary,OBC,Punjab,0,1,0.16,0,6,0,0,0,1,0,0,1,0
50,Female,455031,Salaried,Primary,SC,Madhya Pradesh,0,0,0.87,0,3,0,0,0,1,1,0,0,0
79,Male,499234,Farmer,Secondary,General,Uttar Pradesh,1,0,4.9,0,4,0,0,0,0,1,0,0,0
21,Female,180033,Student,Secondary,OBC,Andhra Pradesh,0,0,0.89,0,2,0,0,0,1,0,0,0,1
39,Male,50044,Student,Secondary,General,Punjab,0,0,0.34,1,4,1,1,1,1,0,0,0,0
19,Female,129372,Business,Secondary,SC,West Bengal,0,0,0.28,0,9,0,0,0,0,0,1,0,0
27,Other,969479,Business,Graduate,SC,Andhra Pradesh,0,0,0.15,0,4,0,0,0,0,0,1,0,0
22,Male,306850,Business,Secondary,General,Rajasthan,0,0,0.93,0,8,1,0,0,0,0,1,0,0
76,Male,167046,Student,Secondary,OBC,Rajasthan,1,0,1.07,0,3,1,0,0,1,1,0,0,1
27,Female,368608,Salaried,Illiterate,ST,Karnataka,1,0,7.2,1,5,0,0,1,0,1,0,0,0
50,Male,575501,Farmer,Postgraduate,OBC,Gujarat,1,0,4.1,0,2,0,0,0,0,1,0,0,0
71,Female,556238,Salaried,Primary,OBC,Tamil Nadu,0,0,0.77,1,9,0,0,0,0,0,0,0,0
55,Male,284043,Farmer,Secondary,OBC,Punjab,1,0,8.61,0,9,0,0,0,0,1,0,0,0
30,Male,770373,Student,Graduate,OBC,Uttar Pradesh,0,0,0.81,0,7,0,0,0,0,0,0,1,1
48,Female,826843,Salaried,Primary,ST,Madhya Pradesh,0,0,0.56,0,2,0,0,0,0,0,0,0,0
64,Female,945035,Farmer,Secondary,ST,Gujarat,1,0,7.45,0,4,0,0,0,0,1,0,0,0
53,Female,993660,Farmer,Primary,SC,Karnataka,1,0,6.72,0,6,0,0,1,0,1,0,0,0
62,Male,354888,Farmer,Graduate,OBC,Rajasthan,1,0,7.44,0,9,0,0,0,0,1,0,0,1
41,Female,703131,Farmer,Secondary,OBC,Punjab,1,0,7.74,0,6,0,0,0,0,1,0,1,0
69,Female,493026,Farmer,Graduate,OBC,West Bengal,1,0,6.1,0,4,0,0,0,0,1,0,0,0
73,Female,851485,Farmer,Graduate,ST,Punjab,1,1,3.97,0,1,0,0,0,0,1,1,1,0
32,Female,278966,Farmer,Secondary,SC,West Bengal,1,0,2.81,0,7,0,0,0,0,1,0,0,0
46,Female,475292,Farmer,Graduate,OBC,Rajasthan,1,0,9.08,0,7,0,0,1,0,1,0,0,0
25,Male,168117,Unemployed,Secondary,General,Maharashtra,0,0,0.17,0,6,0,0,0,0,0,1,0,0
22,Male,349767,Farmer,Primary,OBC,Bihar,1,0,3.9,0,3,0,0,0,0,1,0,0,0
46,Female,59714,Farmer,Secondary,ST,Uttar Pradesh,1,0,1.57,0,5,0,0,0,0,1,0,0,0
64,Male,719746,Student,Postgraduate,OBC,Haryana,0,0,0.14,0,7,0,0,0,0,0,0,0,1
21,Female,401427,Business,Secondary,General,Bihar,0,0,0.88,0,6,0,0,0,0,0,1,1,0
29,Male,300706,Salaried,Primary,General,Madhya Pradesh,0,0,0.92,0,7,0,0,0,0,0,0,0,0
62,Female,347192,Farmer,Primary,OBC,Punjab,1,0,7.91,0,5,0,0,0,0,0,0,0,0
19,Female,385439,Salaried,Secondary,ST,Haryana,0,0,0.68,0,1,0,1,0,0,0,0,0,0
44,Male,42026,Salaried,Illiterate,ST,Maharashtra,0,0,0.77,1,5,0,1,1,0,0,0,0,0
48,Male,136147,Salaried,Secondary,ST,Madhya Pradesh,0,0,0.84,0,2,0,0,0,0,0,0,0,0
68,Male,585877,Salaried,Secondary,SC,Uttar Pradesh,0,0,0.66,0,2,0,0,0,0,0,0,0,0
68,Female,662487,Business,Secondary,OBC,Rajasthan,0,0,0.33,0,4,0,0,0,0,0,0,0,0
53,Female,913706,Business,Primary,OBC,Gujarat,0,0,0.16,0,6,0,0,0,0,0,0,0,0
53,Male,318988,Salaried,Secondary,OBC,Tamil Nadu,0,0,0.24,0,5,0,0,0,0,0,0,0,0
43,Female,970951,Student,Graduate,SC,Andhra Pradesh,0,0,0.84,0,7,0,0,0,0,0,0,0,1
60,Male,382559,Salaried,Postgraduate,OBC,Gujarat,1,0,9.59,0,8,0,0,0,0,1,0,1,0
44,Male,238574,Business,Secondary,OBC,Andhra Pradesh,0,0,0.46,0,1,0,0,0,0,0,1,0,0
22,Female,244340,Farmer,Illiterate,General,Punjab,1,0,1.71,0,8,0,0,0,0,1,0,0,0
37,Male,84708,Unemployed,Postgraduate,General,Haryana,0,0,0.27,1,3,0,1,0,0,0,1,0,0
28,Male,487141,Farmer,Graduate,SC,Uttar Pradesh,1,0,9.7,0,2,0,0,0,0,1,0,0,0
79,Male,625113,Student,Primary,ST,Karnataka,0,0,0.51,0,2,0,0,0,0,0,0,0,1
27,Male,605862,Business,Illiterate,OBC,Madhya Pradesh,0,0,0.44,0,5,0,0,0,0,0,1,0,0
57,Male,377692,Farmer,Illiterate,General,Tamil Nadu,1,0,3.53,0,2,0,0,0,0,1,0,0,0
55,Male,442028,Student,Primary,ST,Andhra Pradesh,1,0,9.13,1,4,0,0,1,0,1,1,0,1
23,Female,262409,Farmer,Illiterate,SC,Tamil Nadu,1,0,7.48,0,3,0,0,0,0,1,0,0,0
25,Male,740669,Student,Postgraduate,OBC,Rajasthan,1,0,9.74,0,8,0,0,0,0,1,0,0,1
40,Female,618518,Farmer,Secondary,OBC,Maharashtra,1,0,8.98,1,9,0,0,0,0,1,0,0,0
64,Male,989132,Student,Secondary,OBC,Punjab,1,1,2.54,0,6,1,0,0,0,1,0,1,1
43,Male,284451,Student,Graduate,OBC,Tamil Nadu,1,0,7.72,0,4,0,0,0,0,1,0,0,1
63,Female,857013,Unemployed,Graduate,SC,Tamil Nadu,1,0,0.96,0,2,0,0,0,0,1,0,0,0
60,Female,277174,Unemployed,Graduate,General,Karnataka,0,0,0.61,1,8,0,1,1,0,0,0,0,0
29,Male,469844,Farmer,Postgraduate,General,Madhya Pradesh,1,0,6.21,1,3,0,0,1,0,1,0,0,0
43,Female,249700,Salaried,Secondary,General,Madhya Pradesh,1,0,9.58,0,2,0,0,0,0,1,0,0,0
30,Female,317249,Farmer,Postgraduate,OBC,Andhra Pradesh,1,0,9.62,0,4,0,0,0,1,1,0,0,0
57,Female,896262,Farmer,Graduate,General,Gujarat,1,0,0.98,0,2,0,0,0,0,1,0,0,0
79,Female,544539,Farmer,Illiterate,General,Maharashtra,1,0,2.02,1,3,0,0,0,0,1,0,0,0
35,Male,361301,Unemployed,Secondary,General,Tamil Nadu,0,0,0.19,0,9,0,0,0,0,0,1,1,0
42,Male,455658,Unemployed,Secondary,General,Madhya Pradesh,0,0,0.69,1,7,0,0,1,0,0,1,0,0
50,Female,379379,Farmer,Postgraduate,OBC,West Bengal,1,0,8.24,0,1,0,0,0,0,1,0,0,0
64,Male,800802,Farmer,Primary,General,Punjab,1,0,9.66,0,5,0,0,0,0,1,0,0,0
57,Female,294491,Farmer,Secondary,OBC,Karnataka,1,0,6.37,0,5,0,1,0,0,1,0,0,0
77,Male,780382,Student,Illiterate,OBC,Madhya Pradesh,0,0,0.42,0,9,0,0,0,0,0,0,0,1
60,Male,864082,Salaried,Primary,General,Bihar,0,0,0.42,0,1,0,0,0,0,0,0,1,0
29,Female,178182,Farmer,Illiterate,OBC,Gujarat,1,0,2.62,0,1,1,0,1,0,1,0,0,0
61,Male,223242,Salaried,Secondary,ST,West Bengal,0,0,0.54,0,7,0,0,0,0,0,0,0,0
53,Female,952427,Farmer,Graduate,ST,Rajasthan,1,0,9.3,0,7,0,0,0,0,1,0,0,0
65,Female,737161,Unemployed,Primary,General,Tamil Nadu,0,0,0.72,0,8,0,0,0,0,0,0,0,0
21,Female,485987,Salaried,Secondary,SC,Punjab,0,0,0.62,0,4,1,0,0,0,0,0,0,0
22,Female,154926,Student,Primary,OBC,Rajasthan,0,0,0.31,0,7,0,0,0,1,0,1,0,1
73,Female,111147,Salaried,Illiterate,General,Punjab,0,0,0.3,1,6,0,1,1,0,0,0,0,0
54,Female,340279,Business,Secondary,General,Andhra Pradesh,0,0,0.4,0,1,0,0,0,0,0,0,0,0
25,Female,573487,Farmer,Illiterate,OBC,Uttar Pradesh,1,0,4.7,0,2,0,0,0,0,1,1,0,0
59,Male,956570,Farmer,Secondary,OBC,Tamil Nadu,1,0,9.18,0,8,0,0,1,0,1,0,0,0
66,Male,918015,Unemployed,Illiterate,OBC,Rajasthan,1,0,4.95,0,6,0,0,0,0,1,0,0,0
45,Male,213208,Farmer,Illiterate,SC,Rajasthan,1,0,3.13,0,7,0,1,0,0,1,0,0,0
48,Male,908722,Farmer,Secondary,General,Andhra Pradesh,1,0,8.5,0,8,1,0,0,0,1,0,0,0
75,Female,459791,Student,Secondary,OBC,Maharashtra,1,0,9.99,0,5,0,0,0,0,1,0,0,1
26,Female,250868,Business,Illiterate,OBC,Uttar Pradesh,1,0,6.66,0,5,0,0,0,0,1,1,0,0
71,Female,150787,Salaried,Secondary,OBC,Haryana,1,0,2.88,1,2,1,1,1,0,1,1,0,0
68,Male,994237,Business,Graduate,ST,Bihar,0,0,0.87,0,4,0,0,0,0,0,1,0,0
46,Female,144427,Student,Graduate,SC,West Bengal,0,0,0.54,0,2,0,0,0,1,0,1,0,1
31,Male,178063,Farmer,Illiterate,ST,Haryana,1,0,1.23,0,7,1,0,0,0,1,0,0,0
57,Female,707913,Salaried,Secondary,OBC,Tamil Nadu,1,0,9.19,0,9,1,0,0,0,1,0,0,0
58,Female,250782,Salaried,Secondary,OBC,Haryana,0,0,0.24,0,2,0,0,0,0,1,0,0,0
39,Male,641781,Farmer,Illiterate,OBC,Madhya Pradesh,1,0,5.1,1,4,0,0,0,0,1,0,0,0
28,Male,948138,Farmer,Graduate,OBC,Rajasthan,1,0,7.13,0,8,0,0,0,0,1,0,0,0
40,Male,518633,Farmer,Postgraduate,OBC,Uttar Pradesh,1,0,8.58,0,9,1,0,0,0,1,0,0,0
18,Female,829203,Salaried,Graduate,SC,Haryana,0,0,0.2,1,4,0,0,0,0,0,0,0,0
63,Female,155607,Business,Graduate,OBC,West Bengal,0,0,0.94,0,8,0,0,0,0,0,0,0,0
54,Female,801122,Salaried,Graduate,General,Gujarat,0,0,0.69,0,7,0,0,0,1,0,0,0,0
38,Male,965802,Unemployed,Secondary,SC,Haryana,0,0,0.62,0,5,0,0,0,0,0,1,1,0
43,Male,109876,Farmer,Secondary,SC,Haryana,1,0,3.39,1,4,1,0,1,0,1,0,0,0
63,Female,522108,Business,Graduate,OBC,West Bengal,0,0,0.96,0,6,0,1,0,0,0,0,0,0
53,Female,197071,Business,Secondary,OBC,Karnataka,0,0,0.44,0,6,0,1,0,0,0,0,0,0
71,Male,757247,Farmer,Primary,General,Tamil Nadu,1,0,4.38,0,2,0,0,0,0,0,0,0,0
40,Male,876080,Unemployed,Primary,OBC,Andhra Pradesh,0,0,0.78,0,3,0,0,0,0,0,1,0,0
74,Female,485884,Farmer,Graduate,General,Madhya Pradesh,1,0,9.69,0,6,0,0,0,0,1,0,0,0
18,Male,492590,Business,Illiterate,General,Punjab,0,0,0.29,0,4,0,0,0,0,0,1,0,0
71,Male,490725,Business,Secondary,OBC,Madhya Pradesh,0,0,0.78,0,3,0,0,0,0,0,0,0,0
72,Male,273722,Salaried,Postgraduate,OBC,Rajasthan,0,0,0.13,0,4,0,0,0,0,0,1,0,0
68,Female,526564,Salaried,Graduate,SC,Punjab,0,0,0.82,1,6,0,0,0,0,0,0,0,0
57,Female,367927,Farmer,Postgraduate,SC,Bihar,1,0,4.44,1,3,0,0,1,0,1,0,0,1
32,Female,598728,Student,Secondary,General,West Bengal,0,0,0.54,0,1,0,0,0,0,0,0,0,0
38,Female,585943,Student,Illiterate,SC,Madhya Pradesh,0,0,0.23,0,6,0,0,0,0,1,0,0,1
64,Female,597327,Salaried,Graduate,OBC,West Bengal,1,0,7.74,0,2,1,0,0,0,1,0,0,0
26,Male,347399,Salaried,Primary,General,Uttar Pradesh,0,0,0.8,0,9,0,0,0,0,0,0,0,0
70,Female,102219,Business,Secondary,OBC,Tamil Nadu,0,0,0.48,0,6,0,0,0,0,0,0,0,0
26,Male,740349,Farmer,Primary,OBC,Tamil Nadu,1,0,1.88,0,1,0,0,0,0,1,0,0,0
27,Female,827676,Business,Primary,OBC,Tamil Nadu,0,0,0.25,0,4,0,1,0,1,0,1,0,0
69,Male,648882,Unemployed,Secondary,ST,Madhya Pradesh,1,0,4.79,0,5,0,0,0,0,0,0,0,0
74,Male,350739,Salaried,Primary,OBC,Andhra Pradesh,0,0,0.64,0,8,0,0,0,0,0,0,0,0
70,Male,724911,Farmer,Secondary,ST,Haryana,1,0,7.99,0,3,0,0,0,0,1,0,0,0
43,Male,748590,Farmer,Graduate,OBC,Tamil Nadu,1,0,5.5,0,9,0,0,1,0,1,0,0,0
58,Male,396042,Farmer,Primary,General,Maharashtra,1,0,9.47,0,9,0,0,0,0,1,0,0,0
52,Male,320515,Salaried,Primary,OBC,Uttar Pradesh,0,0,0.06,0,5,0,0,0,0,0,0,0,0
69,Other,492574,Salaried,Secondary,General,Andhra Pradesh,1,0,5.47,0,4,0,0,0,0,1,0,0,0
42,Male,189950,Unemployed,Secondary,OBC,Madhya Pradesh,0,0,0.85,0,7,0,1,0,0,0,1,0,0
43,Female,197229,Student,Postgraduate,OBC,Madhya Pradesh,0,0,0.99,0,9,0,0,0,1,0,0,0,1
28,Female,35914,Farmer,Illiterate,OBC,Gujarat,1,0,8.57,1,6,0,1,1,0,1,0,0,0
55,Other,244772,Salaried,Graduate,General,Karnataka,0,0,0.37,0,7,0,0,0,0,1,0,0,0
19,Female,319324,Business,Secondary,OBC,Haryana,0,0,0.97,0,1,0,0,0,0,0,1,0,0
24,Female,951192,Unemployed,Secondary,General,Maharashtra,0,0,0.09,0,4,0,0,0,0,0,1,0,1
35,Male,896651,Business,Illiterate,OBC,Andhra Pradesh,0,0,0.52,0,2,0,0,0,0,0,1,0,0
44,Male,895048,Student,Secondary,SC,Haryana,0,0,0.51,0,1,0,0,0,0,0,0,0,1
51,Male,257561,Salaried,Primary,ST,Tamil Nadu,0,0,0.61,1,7,0,1,1,0,0,0,0,0
44,Female,957420,Business,Primary,General,Rajasthan,0,0,0.33,0,4,0,0,0,1,0,1,0,0
34,Female,217435,Student,Secondary,OBC,Karnataka,0,1,0.93,0,2,0,0,0,1,0,0,1,1
60,Male,649501,Farmer,Graduate,OBC,Haryana,1,0,5.65,0,5,0,0,0,0,1,0,0,0
76,Male,450576,Farmer,Graduate,ST,Haryana,1,0,3.05,0,7,0,1,0,0,1,0,0,0
61,Female,592093,Farmer,Secondary,OBC,Madhya Pradesh,1,0,5.23,0,2,0,0,0,0,1,0,0,0
76,Male,436669,Salaried,Secondary,General,Maharashtra,0,0,0.27,0,7,0,0,0,0,0,0,0,0
68,Female,156599,Farmer,Secondary,OBC,Tamil Nadu,1,0,1.27,0,3,1,0,0,0,1,0,0,0
71,Female,708063,Farmer,Postgraduate,OBC,Karnataka,1,0,7.56,0,8,0,1,0,0,1,0,0,0
41,Female,220093,Farmer,Secondary,SC,Madhya Pradesh,1,1,7.21,0,7,0,0,0,0,1,0,1,1
42,Female,104176,Salaried,Primary,SC,Punjab,0,0,0.6,1,1,0,1,1,0,0,0,0,0
24,Female,124799,Student,Primary,General,Rajasthan,0,0,0.78,0,9,0,0,0,1,0,0,0,0
69,Male,652673,Salaried,Secondary,ST,Karnataka,0,0,0.08,1,6,1,1,0,0,0,0,0,0
23,Female,789942,Farmer,Secondary,General,Tamil Nadu,1,0,4.88,0,4,0,0,0,0,1,0,0,0
70,Female,118919,Farmer,Illiterate,ST,West Bengal,1,0,1.81,1,6,1,0,1,0,1,0,0,0
41,Male,954914,Student,Graduate,SC,Rajasthan,1,0,6.65,0,2,0,1,0,0,1,0,0,1
50,Male,635750,Farmer,Graduate,OBC,West Bengal,1,0,0.95,0,2,0,0,0,0,1,0,0,0
66,Male,209340,Farmer,Secondary,SC,Gujarat,1,0,4.05,0,8,0,0,0,0,1,0,0,0
46,Male,719608,Farmer,Illiterate,General,Punjab,1,0,1.29,0,5,0,0,0,0,1,0,0,0
60,Female,61159,Business,Primary,General,Haryana,0,0,0.39,1,7,0,1,1,0,1,0,0,0
39,Female,72039,Salaried,Postgraduate,General,Bihar,0,0,0.36,1,1,0,1,1,0,0,0,0,0
43,Male,787262,Farmer,Graduate,General,Andhra Pradesh,1,0,9.96,0,6,0,0,0,0,1,0,0,0
45,Male,77800,Farmer,Primary,OBC,Bihar,1,0,5.78,1,7,0,1,1,0,1,0,0,0
67,Female,332905,Unemployed,Primary,General,Maharashtra,0,0,0.12,0,7,0,0,0,0,1,0,0,0
38,Male,648914,Salaried,Secondary,SC,Madhya Pradesh,0,0,0.47,1,3,0,0,0,0,0,0,0,0
66,Male,509319,Student,Primary,OBC,Karnataka,0,0,0.24,0,9,0,0,0,0,0,0,0,1
24,Female,148368,Salaried,Secondary,OBC,Haryana,0,0,1.0,0,9,0,0,0,0,0,0,0,0
34,Female,729023,Salaried,Postgraduate,OBC,Gujarat,1,0,5.67,0,5,0,0,0,0,1,0,0,0
37,Male,635191,Salaried,Primary,OBC,Karnataka,0,0,0.15,0,9,0,0,0,0,0,0,1,0
58,Male,987916,Student,Illiterate,General,West Bengal,1,0,1.34,0,7,0,0,0,0,1,0,0,0
66,Male,148998,Student,Graduate,OBC,Uttar Pradesh,1,0,9.02,0,7,0,0,1,1,1,0,0,1
37,Female,271324,Farmer,Illiterate,SC,Karnataka,1,0,8.82,0,9,0,0,0,0,1,0,0,0
71,Female,539662,Unemployed,Postgraduate,OBC,Rajasthan,1,0,4.63,0,2,0,0,0,0,1,1,0,0
39,Male,458583,Salaried,Secondary,General,Punjab,1,0,3.62,0,5,0,0,0,0,1,0,0,0
45,Female,543520,Farmer,Postgraduate,SC,Madhya Pradesh,1,0,6.62,0,8,0,0,0,0,1,0,0,0
78,Female,953317,Business,Primary,General,Punjab,0,0,0.23,0,8,0,0,0,0,0,0,0,0
57,Male,352038,Business,Illiterate,OBC,Karnataka,0,0,0.55,0,3,1,0,0,0,0,0,0,0
66,Male,263229,Unemployed,Secondary,OBC,Madhya Pradesh,0,0,0.75,0,5,0,0,0,0,0,1,0,0
24,Female,867876,Business,Secondary,SC,Madhya Pradesh,0,0,0.88,0,4,0,0,0,0,0,1,0,1
18,Male,981773,Unemployed,Primary,ST,Gujarat,0,0,0.79,1,4,0,0,0,0,0,1,0,0
49,Male,91748,Farmer,Postgraduate,SC,West Bengal,1,0,7.38,1,2,0,1,1,1,1,0,0,0
30,Female,71190,Business,Graduate,OBC,Tamil Nadu,1,0,8.12,1,6,0,1,1,0,1,1,0,0
47,Female,70318,Business,Secondary,General,Punjab,0,0,0.58,1,1,1,1,1,0,0,0,0,1
40,Female,722378,Farmer,Primary,SC,West Bengal,1,0,2.28,0,8,0,0,0,0,1,0,0,0
68,Female,154078,Farmer,Graduate,OBC,Gujarat,1,0,6.96,1,9,0,1,0,0,1,0,0,0
76,Female,69759,Unemployed,Graduate,General,Haryana,0,0,0.01,1,5,0,0,1,0,0,0,0,0
73,Male,832930,Farmer,Secondary,SC,Andhra Pradesh,1,0,5.85,0,6,0,0,0,0,1,0,0,0
36,Female,580277,Business,Postgraduate,General,Rajasthan,0,1,0.53,0,1,0,0,0,0,0,1,1,0
79,Male,525926,Farmer,Primary,General,Punjab,1,0,7.87,0,6,0,0,0,0,1,0,0,0
49,Male,710928,Farmer,Primary,ST,Andhra Pradesh,1,0,8.15,0,1,0,0,0,0,1,0,0,0
47,Female,409179,Student,Illiterate,OBC,Haryana,0,0,0.35,0,5,0,0,0,0,0,0,0,1
46,Female,883009,Farmer,Graduate,General,Uttar Pradesh,1,0,5.64,0,9,0,0,0,0,1,1,0,0
66,Male,397375,Salaried,Secondary,SC,Punjab,0,0,0.95,0,5,0,0,1,0,0,0,0,0
62,Female,715459,Salaried,Primary,SC,Punjab,0,1,0.98,0,3,0,0,0,0,0,0,1,1
46,Male,906332,Farmer,Primary,General,Tamil Nadu,1,0,8.53,0,4,0,0,0,0,1,0,0,0
47,Male,463855,Farmer,Illiterate,OBC,Andhra Pradesh,1,0,3.35,0,3,0,0,0,0,1,0,0,0
33,Male,921111,Student,Primary,SC,Punjab,0,0,0.71,0,4,0,0,0,0,0,0,0,1
57,Female,315626,Farmer,Secondary,General,Madhya Pradesh,1,0,1.17,0,6,0,0,0,0,1,0,0,0
36,Female,361356,Salaried,Primary,OBC,Madhya Pradesh,0,0,0.64,0,3,0,0,0,0,0,0,1,0
35,Male,478477,Student,Primary,General,Punjab,0,0,0.81,0,5,0,1,0,0,0,0,0,0
18,Female,510533,Farmer,Graduate,SC,Haryana,1,0,6.97,0,7,0,0,0,0,0,0,0,0
31,Male,846480,Student,Secondary,SC,Bihar,0,0,0.68,0,1,0,0,0,0,0,0,0,1
68,Female,950569,Farmer,Graduate,General,Bihar,1,0,6.33,0,3,0,0,0,0,1,0,0,0
64,Male,425252,Farmer,Illiterate,SC,Maharashtra,1,0,8.83,0,6,0,0,0,0,1,0,0,0
67,Male,590102,Farmer,Primary,SC,Haryana,1,0,4.09,0,2,0,0,0,0,1,0,0,0
19,Female,745054,Business,Secondary,OBC,Punjab,0,0,0.53,0,8,0,0,0,0,1,1,0,0
71,Male,440140,Unemployed,Primary,OBC,Madhya Pradesh,0,0,0.71,0,7,0,0,0,0,0,0,0,1
45,Male,421637,Business,Illiterate,General,Bihar,0,0,0.77,0,2,0,0,0,0,0,1,0,0
